"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"126","DEU","Europe","Germany",2020-05-31,181482,286,457.286,8500,11,36.143,2175.82,3.429,5.482,101.908,0.132,0.433,0.8,699,8.38,NA,NA,NA,NA,436,5.227,4296092,NA,51.507,NA,58297,0.699,0.011,90.9,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-11580.2,-2.7,-1.9,-138.837078988325
"127","DEU","Europe","Germany",2020-06-01,181815,333,463.571,8511,11,36.286,2179.812,3.992,5.558,102.04,0.132,0.435,0.8,698,8.368,NA,NA,NA,NA,420,5.035,NA,NA,NA,NA,56955,0.683,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"128","DEU","Europe","Germany",2020-06-02,182028,213,432.286,8522,11,31.429,2182.366,2.554,5.183,102.172,0.132,0.377,0.78,694,8.32,NA,NA,NA,NA,367,4.4,NA,NA,NA,NA,55613,0.667,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"129","DEU","Europe","Germany",2020-06-03,182370,342,429.429,8551,29,28.857,2186.466,4.1,5.148,102.519,0.348,0.346,0.78,635,7.613,NA,NA,NA,NA,338,4.052,NA,NA,NA,NA,54271,0.651,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"130","DEU","Europe","Germany",2020-06-04,182764,394,435.286,8581,30,24.286,2191.19,4.724,5.219,102.879,0.36,0.291,0.79,600,7.194,NA,NA,NA,NA,341,4.088,NA,NA,NA,NA,52930,0.635,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"131","DEU","Europe","Germany",2020-06-05,183271,507,401.857,8613,32,23.286,2197.269,6.079,4.818,103.263,0.384,0.279,0.81,588,7.05,NA,NA,NA,NA,318,3.813,NA,NA,NA,NA,51588,0.618,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"132","DEU","Europe","Germany",2020-06-06,183678,407,354.571,8646,33,22.429,2202.148,4.88,4.251,103.658,0.396,0.269,0.83,562,6.738,NA,NA,NA,NA,309,3.705,NA,NA,NA,NA,50246,0.602,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"133","DEU","Europe","Germany",2020-06-07,183979,301,356.714,8668,22,24,2205.757,3.609,4.277,103.922,0.264,0.288,0.84,567,6.798,NA,NA,NA,NA,307,3.681,4638420,NA,55.611,NA,48904,0.586,0.009,111.1,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-11262.1,-2.53,1.88,-135.023321468923
"134","DEU","Europe","Germany",2020-06-08,184193,214,339.714,8674,6,23.286,2208.323,2.566,4.073,103.994,0.072,0.279,0.86,546,6.546,NA,NA,NA,NA,306,3.669,NA,NA,NA,NA,48611,0.583,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"135","DEU","Europe","Germany",2020-06-09,184543,350,359.286,8711,37,27,2212.519,4.196,4.308,104.438,0.444,0.324,0.88,522,6.258,NA,NA,NA,NA,311,3.729,NA,NA,NA,NA,48318,0.579,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"136","DEU","Europe","Germany",2020-06-10,184861,318,355.857,8729,18,25.429,2216.331,3.813,4.266,104.654,0.216,0.305,0.89,488,5.851,NA,NA,NA,NA,300,3.597,NA,NA,NA,NA,48026,0.576,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"137","DEU","Europe","Germany",2020-06-11,185416,555,378.857,8755,26,24.857,2222.985,6.654,4.542,104.965,0.312,0.298,0.9,453,5.431,NA,NA,NA,NA,284,3.405,NA,NA,NA,NA,47733,0.572,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"138","DEU","Europe","Germany",2020-06-12,185674,258,343.286,8763,8,21.429,2226.079,3.093,4.116,105.061,0.096,0.257,0.9,453,5.431,NA,NA,NA,NA,266,3.189,NA,NA,NA,NA,47440,0.569,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"139","DEU","Europe","Germany",2020-06-13,186022,348,334.857,8781,18,19.286,2230.251,4.172,4.015,105.277,0.216,0.231,0.93,442,5.299,NA,NA,NA,NA,282,3.381,NA,NA,NA,NA,47147,0.565,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"140","DEU","Europe","Germany",2020-06-14,186269,247,327.143,8787,6,17,2233.212,2.961,3.922,105.349,0.072,0.204,0.97,438,5.251,NA,NA,NA,NA,276,3.309,4966400,NA,59.543,NA,46854,0.562,0.009,111.1,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-11108,-2.4,0.94,-133.175789140284
"141","DEU","Europe","Germany",2020-06-15,186461,192,324,8791,4,16.714,2235.514,2.302,3.884,105.397,0.048,0.2,1.02,434,5.203,NA,NA,NA,NA,291,3.489,NA,NA,NA,NA,48015,0.576,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"142","DEU","Europe","Germany",2020-06-16,186839,378,328,8800,9,12.714,2240.046,4.532,3.932,105.505,0.108,0.152,1.08,422,5.059,NA,NA,NA,NA,296,3.549,NA,NA,NA,NA,49175,0.59,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"143","DEU","Europe","Germany",2020-06-17,187184,345,331.857,8830,30,14.429,2244.182,4.136,3.979,105.864,0.36,0.173,1.14,409,4.904,NA,NA,NA,NA,317,3.801,NA,NA,NA,NA,50335,0.603,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.72,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"144","DEU","Europe","Germany",2020-06-18,187764,580,335.429,8856,26,14.429,2251.136,6.954,4.022,106.176,0.312,0.173,1.2,398,4.772,NA,NA,NA,NA,308,3.693,NA,NA,NA,NA,51495,0.617,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"145","DEU","Europe","Germany",2020-06-19,188534,770,408.571,8872,16,15.571,2260.368,9.232,4.898,106.368,0.192,0.187,1.25,377,4.52,NA,NA,NA,NA,325,3.896,NA,NA,NA,NA,52656,0.631,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"146","DEU","Europe","Germany",2020-06-20,189135,601,444.714,8883,11,14.571,2267.573,7.205,5.332,106.5,0.132,0.175,1.25,362,4.34,NA,NA,NA,NA,326,3.908,NA,NA,NA,NA,53816,0.645,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"147","DEU","Europe","Germany",2020-06-21,189822,687,507.571,8882,NA,NA,2275.81,8.237,6.085,106.488,NA,NA,1.25,353,4.232,NA,NA,NA,NA,332,3.98,5351234,NA,64.157,NA,54976,0.659,0.015,66.7,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-11491.5,-2.4,-2.28,-137.773638900394
"148","DEU","Europe","Germany",2020-06-22,190359,537,556.857,8885,3,13.571,2282.248,6.438,6.676,106.524,0.036,0.163,1.22,368,4.412,NA,NA,NA,NA,323,3.873,NA,NA,NA,NA,56772,0.681,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"149","DEU","Europe","Germany",2020-06-23,190862,503,574.714,8895,10,13.714,2288.278,6.031,6.89,106.644,0.12,0.164,1.16,362,4.34,NA,NA,NA,NA,327,3.92,NA,NA,NA,NA,58568,0.702,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"150","DEU","Europe","Germany",2020-06-24,191449,587,609.286,8914,19,12.143,2295.316,7.038,7.305,106.872,0.228,0.146,1.11,356,4.268,NA,NA,NA,NA,319,3.825,NA,NA,NA,NA,60363,0.724,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"151","DEU","Europe","Germany",2020-06-25,192079,630,616.429,8927,13,10.286,2302.869,7.553,7.39,107.027,0.156,0.123,1.06,361,4.328,NA,NA,NA,NA,322,3.861,NA,NA,NA,NA,62159,0.745,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"152","DEU","Europe","Germany",2020-06-26,192556,477,574.571,8948,21,11,2308.588,5.719,6.889,107.279,0.252,0.132,1.02,363,4.352,NA,NA,NA,NA,326,3.908,NA,NA,NA,NA,63955,0.767,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"153","DEU","Europe","Germany",2020-06-27,193243,687,586.857,8954,6,10.286,2316.825,8.237,7.036,107.351,0.072,0.123,1,345,4.136,NA,NA,NA,NA,323,3.873,NA,NA,NA,NA,65750,0.788,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"154","DEU","Europe","Germany",2020-06-28,193499,256,525.286,8957,3,10.714,2319.894,3.069,6.298,107.387,0.036,0.128,0.97,338,4.052,NA,NA,NA,NA,309,3.705,5824057,NA,69.826,NA,67546,0.81,0.008,125,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-11099.8,-2.24,2.32,-133.077477880746
"155","DEU","Europe","Germany",2020-06-29,193761,262,486,8961,4,10.857,2323.035,3.141,5.827,107.435,0.048,0.13,0.95,332,3.98,NA,NA,NA,NA,297,3.561,NA,NA,NA,NA,68365,0.82,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"156","DEU","Europe","Germany",2020-06-30,194259,498,485.286,8973,12,11.143,2329.006,5.971,5.818,107.579,0.144,0.134,0.94,334,4.004,NA,NA,NA,NA,304,3.645,NA,NA,NA,NA,69185,0.829,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"157","DEU","Europe","Germany",2020-07-01,194725,466,468,8985,12,10.143,2334.593,5.587,5.611,107.723,0.144,0.122,0.91,327,3.92,NA,NA,NA,NA,293,3.513,NA,NA,NA,NA,70004,0.839,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"158","DEU","Europe","Germany",2020-07-02,195228,503,449.857,8994,9,9.571,2340.623,6.031,5.393,107.831,0.108,0.115,0.89,326,3.908,NA,NA,NA,NA,280,3.357,NA,NA,NA,NA,70823,0.849,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"159","DEU","Europe","Germany",2020-07-03,195674,446,445.429,9003,9,7.857,2345.97,5.347,5.34,107.939,0.108,0.094,0.87,319,3.825,NA,NA,NA,NA,268,3.213,NA,NA,NA,NA,71643,0.859,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"160","DEU","Europe","Germany",2020-07-04,196096,422,407.571,9010,7,8,2351.03,5.059,4.886,108.022,0.084,0.096,0.87,323,3.873,NA,NA,NA,NA,263,3.153,NA,NA,NA,NA,72462,0.869,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"161","DEU","Europe","Germany",2020-07-05,196335,239,405.143,9012,2,7.857,2353.895,2.865,4.857,108.046,0.024,0.094,0.88,301,3.609,NA,NA,NA,NA,262,3.141,6337026,NA,75.976,NA,73281,0.879,0.006,166.7,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-12077.1,-2.35,-5.61,-144.79450153278
"162","DEU","Europe","Germany",2020-07-06,196554,219,399,9016,4,7.857,2356.521,2.626,4.784,108.094,0.048,0.094,0.89,312,3.741,NA,NA,NA,NA,262,3.141,NA,NA,NA,NA,73294,0.879,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"163","DEU","Europe","Germany",2020-07-07,196944,390,383.571,9024,8,7.286,2361.197,4.676,4.599,108.19,0.096,0.087,0.89,297,3.561,NA,NA,NA,NA,254,3.045,NA,NA,NA,NA,73306,0.879,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"164","DEU","Europe","Germany",2020-07-08,197341,397,373.714,9036,12,7.286,2365.956,4.76,4.481,108.334,0.144,0.087,0.89,291,3.489,NA,NA,NA,NA,249,2.985,NA,NA,NA,NA,73318,0.879,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"165","DEU","Europe","Germany",2020-07-09,197783,442,365,9048,12,7.714,2371.256,5.299,4.376,108.478,0.144,0.092,0.89,278,3.333,NA,NA,NA,NA,267,3.201,NA,NA,NA,NA,73331,0.879,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"166","DEU","Europe","Germany",2020-07-10,198178,395,357.714,9054,6,7.286,2375.991,4.736,4.289,108.55,0.072,0.087,0.9,279,3.345,NA,NA,NA,NA,261,3.129,NA,NA,NA,NA,73343,0.879,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"167","DEU","Europe","Germany",2020-07-11,198556,378,351.429,9060,6,7.143,2380.523,4.532,4.213,108.622,0.072,0.086,0.92,254,3.045,NA,NA,NA,NA,250,2.997,NA,NA,NA,NA,73355,0.879,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"168","DEU","Europe","Germany",2020-07-12,198804,248,352.714,9063,3,7.286,2383.497,2.973,4.229,108.658,0.036,0.087,0.95,255,3.057,NA,NA,NA,NA,257,3.081,6850598,NA,82.133,NA,73367,0.88,0.006,166.7,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-12658.6,-2.39,-3.48,-151.766208535398
"169","DEU","Europe","Germany",2020-07-13,198963,159,344.143,9064,1,6.857,2385.403,1.906,4.126,108.67,0.012,0.082,0.98,264,3.165,NA,NA,NA,NA,258,3.093,NA,NA,NA,NA,73993,0.887,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"170","DEU","Europe","Germany",2020-07-14,199375,412,347.286,9068,4,6.286,2390.342,4.94,4.164,108.718,0.048,0.075,1.01,261,3.129,NA,NA,NA,NA,262,3.141,NA,NA,NA,NA,74618,0.895,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"171","DEU","Europe","Germany",2020-07-15,199726,351,340.714,9071,3,5,2394.551,4.208,4.085,108.754,0.036,0.06,1.03,247,2.961,NA,NA,NA,NA,264,3.165,NA,NA,NA,NA,75244,0.902,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"172","DEU","Europe","Germany",2020-07-16,200260,534,353.857,9078,7,4.286,2400.953,6.402,4.242,108.838,0.084,0.051,1.07,254,3.045,NA,NA,NA,NA,272,3.261,NA,NA,NA,NA,75869,0.91,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"173","DEU","Europe","Germany",2020-07-17,200843,583,380.714,9082,4,4,2407.942,6.99,4.564,108.886,0.048,0.048,1.09,248,2.973,NA,NA,NA,NA,292,3.501,NA,NA,NA,NA,76495,0.917,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"174","DEU","Europe","Germany",2020-07-18,201372,529,402.286,9083,1,3.286,2414.285,6.342,4.823,108.898,0.012,0.039,1.1,246,2.949,NA,NA,NA,NA,309,3.705,NA,NA,NA,NA,77120,0.925,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"175","DEU","Europe","Germany",2020-07-19,201574,202,395.714,9084,1,3,2416.707,2.422,4.744,108.91,0.012,0.036,1.11,253,3.033,NA,NA,NA,NA,313,3.753,7394817,NA,88.658,NA,77746,0.932,0.007,142.9,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-13255.9,-2.42,-3.49,-158.927344550296
"176","DEU","Europe","Germany",2020-07-20,201823,249,408.571,9086,2,3.143,2419.692,2.985,4.898,108.934,0.024,0.038,1.14,246,2.949,NA,NA,NA,NA,322,3.861,NA,NA,NA,NA,77999,0.935,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"177","DEU","Europe","Germany",2020-07-21,202345,522,424.286,9090,4,3.143,2425.95,6.258,5.087,108.982,0.048,0.038,1.16,253,3.033,NA,NA,NA,NA,331,3.968,NA,NA,NA,NA,78252,0.938,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"178","DEU","Europe","Germany",2020-07-22,202799,454,439,9095,5,3.429,2431.393,5.443,5.263,109.042,0.06,0.041,1.18,249,2.985,NA,NA,NA,NA,343,4.112,NA,NA,NA,NA,78506,0.941,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"179","DEU","Europe","Germany",2020-07-23,203368,569,444,9101,6,3.286,2438.215,6.822,5.323,109.114,0.072,0.039,1.21,238,2.853,NA,NA,NA,NA,342,4.1,NA,NA,NA,NA,78759,0.944,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"180","DEU","Europe","Germany",2020-07-24,204183,815,477.143,9111,10,4.143,2447.986,9.771,5.721,109.233,0.12,0.05,1.24,236,2.829,NA,NA,NA,NA,331,3.968,NA,NA,NA,NA,79012,0.947,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"181","DEU","Europe","Germany",2020-07-25,204964,781,513.143,9118,7,5,2457.35,9.364,6.152,109.317,0.084,0.06,1.24,248,2.973,NA,NA,NA,NA,334,4.004,NA,NA,NA,NA,79266,0.95,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83408554,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
